"registry_code","age_group","number_of_cases","person_years_at_risk","incidence_rate_100000","latitude","longitude"
217000399,4,1,85701,1.16684752803351,5.0681104,-75.5173198
217000399,1,0,68180,0,5.0681104,-75.5173198
217000399,8,0,54748,0,5.0681104,-75.5173198
217000399,17,9,13868,64.8976059994231,5.0681104,-75.5173198
217000399,3,0,76849,0,5.0681104,-75.5173198
217000399,11,5,54810,9.12242291552636,5.0681104,-75.5173198
217000399,16,19,12619,150.56660591172,5.0681104,-75.5173198
217000399,10,0,59786,0,5.0681104,-75.5173198
217000399,12,5,46359,10.7853922647167,5.0681104,-75.5173198
217000399,7,0,63297,0,5.0681104,-75.5173198
217000399,6,1,80370,1.24424536518601,5.0681104,-75.5173198
217000499,13,13,29601,43.9174352217831,1.2146286,-77.2782516
217000499,17,5,6992,71.5102974828375,1.2146286,-77.2782516
217000499,1,0,82383,0,1.2146286,-77.2782516
217000499,9,1,66083,1.51324849053463,1.2146286,-77.2782516
217000499,14,10,22617,44.2145288941946,1.2146286,-77.2782516
217000499,2,0,86442,0,1.2146286,-77.2782516
217000499,12,4,36250,11.0344827586207,1.2146286,-77.2782516
217000499,5,0,92749,0,1.2146286,-77.2782516
217000499,6,0,92172,0,1.2146286,-77.2782516
217000499,7,0,80338,0,1.2146286,-77.2782516
217000499,4,0,95844,0,1.2146286,-77.2782516
217000499,8,0,66566,0,1.2146286,-77.2782516
217000499,3,0,94222,0,1.2146286,-77.2782516
217000499,11,3,45990,6.52315720808872,1.2146286,-77.2782516
217000499,16,4,11657,34.3141460066913,1.2146286,-77.2782516
217000499,10,1,57652,1.73454520224797,1.2146286,-77.2782516
217000499,15,12,16665,72.007200720072,1.2146286,-77.2782516
218800099,14,126,191754,65.7091898995588,10.2735633,-84.0739102
218800099,13,84,269022,31.2242121462185,10.2735633,-84.0739102
218800099,12,67,372234,17.9994304657823,10.2735633,-84.0739102
218800099,17,88,65026,135.330483191339,10.2735633,-84.0739102
218800099,5,4,896740,0.446060173517407,10.2735633,-84.0739102
218800099,6,4,823255,0.485876186600749,10.2735633,-84.0739102
218800099,2,0,767632,0,10.2735633,-84.0739102
218800099,18,46,47755,96.3249921474191,10.2735633,-84.0739102
218800099,1,1,722958,0.138320621668202,10.2735633,-84.0739102
218800099,11,45,493769,9.11357335110143,10.2735633,-84.0739102
218800099,7,3,726394,0.412999006049059,10.2735633,-84.0739102
218800099,9,9,633973,1.41961881657421,10.2735633,-84.0739102
218800099,4,0,880668,0,10.2735633,-84.0739102
218800099,15,116,143583,80.7895085072745,10.2735633,-84.0739102
218800099,8,3,634107,0.473106273862298,10.2735633,-84.0739102
218800099,16,106,100524,105.44745533405,10.2735633,-84.0739102
218800099,10,26,596368,4.35972419714002,10.2735633,-84.0739102
218800099,3,1,834411,0.11984501642476,10.2735633,-84.0739102
221800199,2,0,373438,0,-0.2201641,-78.5123274
221800199,5,1,388410,0.257459900620478,-0.2201641,-78.5123274
221800199,17,42,27100,154.981549815498,-0.2201641,-78.5123274
221800199,9,7,231035,3.0298439630359,-0.2201641,-78.5123274
221800199,10,8,210866,3.79387857691615,-0.2201641,-78.5123274
221800199,6,3,375446,0.799049663600092,-0.2201641,-78.5123274
221800199,12,25,142002,17.6053858396361,-0.2201641,-78.5123274
221800199,14,45,82124,54.7951877648434,-0.2201641,-78.5123274
221800199,4,1,366038,0.273195679137139,-0.2201641,-78.5123274
221800199,18,25,21105,118.455342335939,-0.2201641,-78.5123274
221800199,15,31,56710,54.6640804090989,-0.2201641,-78.5123274
221800199,13,26,108065,24.059593763013,-0.2201641,-78.5123274
221800199,7,4,322480,1.24038700074423,-0.2201641,-78.5123274
221800199,3,0,368997,0,-0.2201641,-78.5123274
221800199,1,0,366991,0,-0.2201641,-78.5123274
221800199,11,16,172684,9.26547914109008,-0.2201641,-78.5123274
221800199,16,38,38871,97.7592549715726,-0.2201641,-78.5123274
221800199,8,3,270068,1.11083134617948,-0.2201641,-78.5123274
221800299,2,0,123110,0,-2.8661654,-79.1855137
221800299,6,0,109295,0,-2.8661654,-79.1855137
221800299,13,6,31915,18.7999373335422,-2.8661654,-79.1855137
221800299,5,0,124410,0,-2.8661654,-79.1855137
221800299,9,0,59320,0,-2.8661654,-79.1855137
221800299,8,1,70295,1.42257628565332,-2.8661654,-79.1855137
221800299,12,8,38430,20.8170699973979,-2.8661654,-79.1855137
221800299,3,0,126775,0,-2.8661654,-79.1855137
